date,fremont_bridge,temperature_2m,precipitation,wind_speed_10m
2016-08-24,4623.0,19.316666666666666,0.0,9.508333333333333
2016-08-25,4382.0,21.125,0.0,8.466666666666667
2016-08-26,3896.0,22.3625,0.0,6.279166666666666
2016-08-27,1733.0,21.325,0.5,12.320833333333333
2016-08-28,1535.0,17.679166666666667,0.0,7.408333333333334
2016-08-29,4323.0,18.233333333333334,0.0,4.575
2016-08-30,4392.0,18.229166666666668,0.0,8.720833333333333
2016-08-31,3606.0,16.929166666666667,3.4000000000000004,11.7875
2016-09-01,3340.0,16.099999999999998,1.5,14.120833333333332
2016-09-02,2120.0,14.704166666666666,13.0,13.095833333333333
2016-09-03,1358.0,14.108333333333334,6.8,6.029166666666666
2016-09-04,1784.0,14.091666666666667,0.0,5.658333333333334
2016-09-05,1516.0,14.033333333333333,0.0,8.875
2016-09-06,2895.0,14.858333333333334,5.4,7.3500000000000005
2016-09-07,3299.0,15.725,4.8,4.604166666666667
2016-09-08,3710.0,15.4625,1.5,5.879166666666666
2016-09-09,3938.0,14.666666666666666,0.0,5.533333333333334
2016-09-10,2197.0,16.408333333333335,0.0,4.4875
2016-09-11,1687.0,15.924999999999999,0.8,6.070833333333333
2016-09-12,4243.0,14.512500000000001,0.0,9.604166666666666
2016-09-13,4561.0,15.266666666666666,0.0,8.766666666666667
2016-09-14,4496.0,16.01666666666667,0.0,6.154166666666666
2016-09-15,4217.0,16.416666666666668,0.0,5.933333333333334
2016-09-16,3732.0,16.595833333333335,0.0,5.5375000000000005
2016-09-17,921.0,16.154166666666665,18.2,13.733333333333334
2016-09-18,1693.0,14.395833333333334,9.0,8.983333333333333
2016-09-19,3073.0,14.6,4.3,13.333333333333334
2016-09-20,4279.0,13.308333333333332,0.0,7.470833333333332
2016-09-21,4089.0,12.858333333333334,0.0,9.020833333333334
2016-09-22,4292.0,13.204166666666666,0.0,6.941666666666666
2016-09-23,2719.0,13.362499999999999,6.2,14.9625
2016-09-24,1710.0,13.383333333333333,0.6,9.829166666666667
2016-09-25,1673.0,15.904166666666667,0.0,3.2458333333333336
2016-09-26,4382.0,16.320833333333333,0.0,8.433333333333334
2016-09-27,4182.0,16.004166666666666,1.5,9.716666666666667
2016-09-28,4313.0,13.420833333333334,0.0,9.1875
2016-09-29,3993.0,12.733333333333334,0.0,5.666666666666667
2016-09-30,3745.0,12.200000000000001,0.0,4.041666666666667
2016-10-01,1076.0,12.445833333333333,2.4000000000000004,11.862499999999999
2016-10-02,1586.0,11.729166666666666,2.0,6.879166666666666
2016-10-03,3715.0,12.358333333333334,0.0,9.783333333333333
2016-10-04,2981.0,12.541666666666666,3.7,14.5
2016-10-05,3460.0,12.520833333333334,0.0,10.379166666666666
2016-10-06,3280.0,12.775,0.7000000000000001,11.679166666666667
2016-10-07,2495.0,12.608333333333334,15.5,21.3625
2016-10-08,700.0,13.333333333333334,14.7,14.145833333333334
2016-10-09,1077.0,12.858333333333334,13.3,11.104166666666666
2016-10-10,3598.0,10.429166666666667,0.0,5.6000000000000005
2016-10-11,3999.0,9.020833333333334,0.0,7.016666666666667
2016-10-12,3880.0,9.0375,0.0,7.125
2016-10-13,1477.0,11.8375,21.3,12.804166666666667
2016-10-14,942.0,11.799999999999999,28.5,30.15833333333333
2016-10-15,292.0,10.791666666666666,18.3,21.775000000000002
2016-10-16,489.0,11.720833333333333,5.6,22.53333333333333
2016-10-17,2798.0,10.966666666666667,12.8,16.558333333333334
2016-10-18,2989.0,10.6875,11.200000000000001,14.9125
2016-10-19,3486.0,10.362499999999999,0.7,10.229166666666666
2016-10-20,2010.0,11.816666666666668,26.9,12.049999999999999
2016-10-21,2759.0,10.674999999999999,5.0,10.283333333333333
2016-10-22,1510.0,10.629166666666666,2.7,9.983333333333333
2016-10-23,1109.0,11.125,1.9000000000000001,9.200000000000001
2016-10-24,2996.0,12.216666666666667,1.0,7.295833333333333
2016-10-25,3380.0,11.516666666666666,6.4,16.991666666666667
2016-10-26,1935.0,10.325000000000001,13.2,10.345833333333333
2016-10-27,2817.0,11.7875,10.200000000000001,15.745833333333332
2016-10-28,3202.0,11.016666666666666,1.3,9.691666666666666
2016-10-29,788.0,10.758333333333333,4.4,9.933333333333334
2016-10-30,859.0,8.6375,0.8,7.445833333333333
2016-10-31,2198.0,10.341666666666667,16.3,13.841666666666667
2016-11-01,2500.0,10.229166666666666,12.700000000000001,11.508333333333333
2016-11-02,2453.0,10.5,8.200000000000001,16.233333333333334
2016-11-03,3635.0,11.508333333333333,4.300000000000001,12.775
